"Title","Publisher","Editor","Publication Year","Publication Date","Volume/Issue Number","Frequency","Publication Dates","Front Page Headlines","Table of Contents ","Topical Subject","Geographical Subject","Local Genre","LC Classification","Coverage","Type","Original Item Medium","Original Item Size","Digital Format","Digitization Process","Language","Rights","Rights Statement","Rights Statement URL","Collection","Digital Publisher","Source","File Name"
"Richmond Music Journal (2004-02)","Gypsy Publishing","Matera, Mariane","2004","2004-02","v.11:no.4","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE NEW HAMPSHIRE PRIMARIES MUSIC JOURNAL ","Mitch Toney Band 7 -- Southside Funk Brothers and Percy Soul 8 -- Sugar Daddy and the Two Dollar Blues Band, Altar Q 9 -- Can Utility, Modern Groove Syndicate, The Gaskets, Pompeii, Salvidor Dio 10 -- Nat King Kong 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.4, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n04.pdf"
"Richmond Music Journal (2004-03)","Gypsy Publishing","Matera, Mariane","2004","2004-03","v.11:no.5","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE WARDROBE MALFUNCTION MUSIC JOURNAL","Dr. Dog, My Morning Jacket, Fat Elvis, Debo Dabney Jazz Trio 8 -- Altar Q, Mitch Toney Band, Apocalypse Pow!, The Strap-ons 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.5, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n05.pdf"
"Richmond Music Journal (2004-04)","Gypsy Publishing","Matera, Mariane","2004","2004-04","v.11:no.6","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SAD MUSIC JOURNAL","The McGuffin, All Mighty Senators, Pucker, Copper Sails, Roy G. Biv, Supercomp, Ex-Patriots 8 -- Danny Schmidt, Frank Daniel 10 -- Southside Funk Brothers 12 -- Altar Q, Firehouse, Bill Leverty, Bullistic, St. James 14 -- Days Like These 15","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.6, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n06.pdf"
"Richmond Music Journal (2004-05)","Gypsy Publishing","Matera, Mariane","2004","2004-05","v.11:no.7","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE WE CAN'T AFFORD A HOUSE MUSIC JOURNAL","Anthony Curtis, Chicago Cy -- Altar Q, Harry Gore, Susan Greenbaum, The Taters, Terry Garland, Debo Dabney Happy Band, Chez Roue Orchette, Engine 143, Kyle Davis 8, Alibi, Sm!!le, Misconnected, Second Line Groove, Wendy Pace and Paul McGill, Zero Hour, Sin City Revival -- New Quartet, Fedora the Explora, Stone's Stew, Gibson Brothers, The Company Store, Nick Curran and the HiLifes, Tab Benoit 9 -- Days Like These 10 -- the Boucan Brothers 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.7, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n07.pdf"
"Richmond Music Journal (2004-06)","Gypsy Publishing","Matera, Mariane","2004","2004-06","v.11:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Johnnie and the Lowdown 7 -- The Atkinsons 7 -- Southern Horizon 8 -- Libby Weibel, Anothony Curtis, VCR, The McGuffin, Floating Folk Festival 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n08.pdf"
"Richmond Music Journal (2004-07)","Gypsy Publishing","Matera, Mariane","2004","2004-07","v.11:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE MUSIC JOURNAL","Barbie n' Bondage, Chronyx, Richard X. Heyman 8 -- The Mammals 9 -- Copper Sails, The Gaskets, Bullistic, Leon Milmore, Floating Folk Festival 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n09.pdf"
"Richmond Music Journal (2004-08)","Gypsy Publishing","Matera, Mariane","2004","2004-08","v.11:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE CONVENTION EDITION OF THE MUSIC JOURNAL","Blondie, The Slack Family, Muskrat Family Barbecue, Diminished, Dichotomy 8 -- 11:1, Copper Ridge, Willow Branch, East Coast, Opening Day, Misconnected, Engine 143, Stockholm Syndrome, Heath Haynes and the Crying Shames, The Gaskets 9 -- Cigarbox Planetarium, Tripp Johnson, Peter Solomon, Smiile, Ryan Phillips, Johnnie and the Lowdowns 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n10.pdf"
"Richmond Music Journal (2004-09)","Gypsy Publishing","Matera, Mariane","2004","2004-09","v.11:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SWIFT BOATS EDITION OF THE JOURNAL","Lauren Kendall 7 -- Eddie Shaw and the Wolfgang, Pat Benatar, Hughey Lewis and the News, Alice Cooper, The Honky Tonk Experience, Louis Ledford 8 -- Robert Gray Band, Special Ed and the Shortbus, Bio Ritmo, NE3, Why Colorado, Altar Q, Highway 10, Rising Songs, Tracey Mustain, Ian Saunders Jazz Band, Moosa, Celebrated Summer 9 -- The Atkinsons, Apocalypse Pow! 10 -- Lyric Avenue 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n11.pdf"
"Richmond Music Journal (2004-10/2004-11)","Gypsy Publishing","Matera, Mariane","2004","2004-10/2004-11","v.11:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE FALL BREAK JOURNAL","Memory Fade 7 -- Short Haul, Chicago Cy, Belbilt, Cedar Creek, Super Grit Cowboy Band, Louisiana Mudbugs, Terry Garland, Marna Bales Band, Rachel Leyco, The Cast, Mickey Rockus, Kristin Drake, Miss Ashley Luckett, Campbell Family Band 8 -- The Atkinsons, Upper East Side Big Band, Ban Caribe, Lavage Sucy, Richmond Dub Collective, The Deaves 9 -- The Lee Harris 3 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.11:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v11_n12.pdf"
"Richmond Music Journal (2004-12/2005-01)","Gypsy Publishing","Matera, Mariane","2004","2004-12/2005-01","v.12:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE DYING PRINT VERSION OF THE JOURNAL","David Castle 8 -- Mike Cross, Allen's Mill, Heart, Tony Furtado 9 -- The Deaves, Poly, Divine7Sonz, The Atkinsons, Lauren Kendall, Johnnie and the Lowdowns, Leon Milmore 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.12:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v12_n01.pdf"
"Richmond Music Journal (2005-02/2005-03)","Gypsy Publishing","Matera, Mariane","2005","2005-02/2005-03","v.12:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE TERMINALLY ILL PRINT VERSION OF THE JOURNAL","Plunky & Oneness of Juju 4 -- Zerohour 5 -- Alabama Thunderpussy, Monarch 8, Josh Small, Meade Skelton, Radio Silence, Michael J. Ferry Jr. 6","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.12:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v12_n02.pdf"
